park,agency,park_zip,park_lat,park_lon,qpartysize25,qpartysize50,qpartysize75,qleadt25,qleadt50,qleadt75,qdur25,qdur50,qdur75,qdist25,qdist50,qdist75,res_count,sum_dur,sum_persnight
KYEN CAMPGROUND AND OAK GROVE DAY USE AREA,USACE,   NaN,39.2366667,-123.1777778,1,4,8,0,0,31,1,2,3,31.9,100.9,176.8,22847,52868,262105
KYLE CANYON PICNIC AREA DAY USE,USFS,   NaN,36.2625,-115.6075,3,5,8,9,22,46,2,2,2,32.8,41.1,54.4,1644,3508,21683
Katmai National Park and Preserve (Brooks Camp and Fures Cabin) - Permits,NPS,99613,58.5597222,-155.7780556,1,1,1,19,107.5,186,NaN,NaN,NaN,444.1,3291.9,4392.4,1248,0,0
Kens Lake Group Sites,BLM,   NaN,38.4766111,-109.4724167,15,15,16.2,114.8,137,165.5,2.8,3,6.2,252.1,287.4,584.2,9,40,642
Kodiak National Wildlife Refuge Cabins,FWS,   NaN,57.7583333,-152.4961111,2,2,4,28,104,176,3,6,7,215.8,414.7,852.2,627,3622,9979
LA BARGE GUARD STATION,USFS,   NaN,42.5194444,-110.6994444,3,4,6,22,63,140.8,1,3,4,50.7,165.7,1006.1,227,658,2719
LA PRELE GUARD STATION,USFS,82633,42.4527778,-105.8338889,4,6,10,22,66,154.2,2,2,3,60,202.2,576.6,237,638,4416
LA VISTA CAMPGROUND - LAKE ISABEL,USFS,91355,37.9844444,-105.0594444,2,4,5,16,54,152,2,2,3,57.1,104,179.2,3118,8788,34456
LADYBIRD LANDING,USACE,   NaN,35.2941667,-95.3675,1,4,6,0,0,13,2,2,3,26.2,83,180.2,2866,8677,37680
LAGOON CAMPGROUND,USFS,97467,43.8805556,-124.1402778,2,4,6,8,17,44,2,3,4,93.1,198.7,404.6,1162,3756,16200
LAGUARDO,USACE,37075,36.2902778,-86.4461111,21,35,50,10,23.5,41,NaN,NaN,NaN,15.5,20.8,30.6,190,0,0
LAGUNA,USFS,   NaN,32.8872222,-116.4463889,3,5,8,14,34,80,2,2,3,58.3,70.7,78.1,10274,23381,117285
LAKE ALEXANDER CABIN,USFS,99801,57.6700917,-134.1852056,2,2,4,15.8,68,141.2,1,2,5.2,79.1,79.1,1467.8,57,160,482
LAKE ALVA CAMPGROUND,USFS,   NaN,47.3244444,-113.5772222,10,15,25,37.8,153,344.2,2,3,4,59.4,69.6,147.4,253,729,12485
LAKE CAMPGROUND,USFS,   NaN,34.3905556,-117.7233333,3,5,8,8,26,61,1,2,2,53.5,67.2,81.1,1217,2205,11928
LAKE CANYON REC AREA,USFS,   NaN,39.58,-111.26,13,27,50,18,75,236.7,2,3,4,59.2,114,135.4,799,2663,117483
LAKE CLEVELAND - EAST SIDE,USFS,   NaN,42.3233333,-113.6469444,3,5,8,12,34,92,2,2,3,83.5,128.6,260.9,372,839,4844
LAKE DORR CABIN,USFS,   NaN,28.985,-81.6194444,5,7,10,71.5,138,176.5,3,3,3,83.3,146.7,293.6,452,1516,10548
LAKE EVA CABIN,USFS,   NaN,57.4035889,-135.1076111,2,4,4,26,151.5,181,2,3,6,42.1,1698.2,2876.2,188,722,2576
LAKE FORK CAMPGROUND,NPS,81230,38.4588889,-107.33,2,3,4,6,12,23,2,3,4,126.8,228.1,256.1,1021,3207,11082
LAKE FORK GUARD STATION,USFS,   NaN,44.923,-115.946,2,4,4,12.2,50,157.8,2,2,3,141.1,150.3,156.5,39,101,382
LAKE FORK(RIO GRANDE NATL FORE,USFS,84319,37.2997222,-106.4666667,2,3,4,11.5,34,110.5,3,4,6,225.1,288.4,660.6,904,4060,14174
LAKE HARRIET ,USFS,   NaN,45.0736111,-121.9569444,2,4,6,12,34,91,2,2,3,62.4,69.1,78,980,2437,9785
LAKE HILL,USFS,   NaN,39.3269444,-111.4977778,6,8,25,11,34,109,2,2,3,99.2,137.4,163.3,502,1179,20174
LAKE INEZ POINT 6 (GROUP CAMP SITE),USFS,   NaN,47.2916667,-113.5644083,8,10,14,98,312,365,2,3,5,40.7,52.8,66.1,127,537,5508
LAKE IRWIN,USFS,   NaN,38.8811111,-107.1069444,2,3,4,23.5,95,176,2,3,3,185.4,203.2,229.4,2464,7259,25673
LAKE ISABEL CABIN,USFS,   NaN,37.9811111,-105.0502778,3,4,6,13,40,99.7,2,2,3,103.1,187,620.3,519,1206,5286
LAKE MARY CAMPGROUND,USFS,94301,37.6069444,-119.0075,2,4,6,15,49,140.8,2,3,4,360.7,408.6,443.7,2447,7868,33979
LAKE MICHIGAN AT MANISTEE,USFS,   NaN,44.1191667,-86.4275,2,4,6,18,64,154,2,3,4,147.2,239,301.2,5843,18936,113999
LAKE MICHIGAN AT ST. IGNACE,USFS,   NaN,45.9858333,-84.9716667,2,4,5,12,32,96,2,3,4,298.5,387.5,446.6,1750,5363,21091
LAKE OF THE WOODS LOOKOUT,USFS,97415,42.5938889,-124.1283333,2,2,4,60,139,177,1,2,3,183.2,335.6,353.2,502,1066,2755
LAKE POWHATAN,USFS,   NaN,35.4816667,-82.63,2,3,4,9,21,51,2,2,3,166.4,338,627.9,8930,24960,84932
LAKE SHERWOOD,USFS,   NaN,38.0066667,-80.0105556,3,5,8,22,79,166,3,4,7,76.3,126.6,167.9,5704,27085,152479
LAKE SHORE GROUP CAMP,USFS,   NaN,29.2741667,-81.9158333,20,30,50,53.3,107,175.8,2,2,3,45.7,106,156.9,423,1047,32392
LAKE SPRINGS,USACE,   NaN,33.665925,-82.2292972,35,40,64,12,25,54.7,1,1,1,19.9,23.9,35,735,1,60
LAKE THREE,USFS,54527,46.3183333,-90.8583333,2,4,6,8,18,32,2,2,3,83.2,219.9,381.3,198,551,2097
LAKE VESUVIUS RECREATION AREA,USFS,   NaN,38.5997222,-82.6330556,50,65,100,32,122,334.5,1,2,2,7.1,9.4,26,671,191,6532
LAKE WEDINGTON,USFS,   NaN,36.0916667,-94.3708333,2,4,6,0,4,25,1,2,2,15.9,30,214.5,5522,9689,41762
LAKE WINFIELD SCOTT REC,USFS,   NaN,34.7403333,-83.892,3,5,7,7,21,48,2,2,3,64.4,98.4,142.1,3244,7668,41922
LAKELAND PAVILION,USACE,   NaN,33.1041667,-96.4416667,50,100,150,18,41.5,80,1,1,1,12.8,22.6,25.5,170,210,21057
LAKES BASIN,USFS,   NaN,39.6666667,-120.6577778,2,4,6,26,82,154,2,3,4,75.3,151.1,247.3,1675,5393,29498
LAKESHORE EAST,USFS,   NaN,40.8719444,-122.3880556,2,4,6,12,30,80,1,2,3,266.7,355.7,511.6,2274,6577,35514
LAKESIDE (OK),USACE,   NaN,33.9375,-96.5505556,1,2,4,0,11,73,2,3,5,15.8,69,171.1,13172,55894,173974
LAKESIDE (TRUCKEE),USFS,   NaN,39.3844444,-120.1722222,2,4,6,9,23,54,2,2,3,42.9,114.3,213.2,2941,8378,34529
LAKESIDE (TX),USACE,   NaN,31.8466667,-99.5794444,2,3,5,0,3,22,2,2,3,60.6,97.8,242.8,15963,48381,246865
LAKESIDE CAMPGROUND,USFS,   NaN,34.1580556,-109.9786111,2,4,6,6,13,25,2,2,3,191.5,207.6,227.3,2395,7396,27340
LAKESIDE DAY USE,USACE,75657,32.7491667,-94.5122222,40,50,100,10.5,31,67.2,1,1,1,25.9,33.1,60.8,53,1,100
LAKESIDE GROUP CAMPSITE,USFS,   NaN,47.3193611,-113.5773417,10,15,25,126.7,351,365,2,3,5,54,61.1,81.7,141,573,9818
LAKEVIEW BIGHORN,USFS,59718,44.1775,-107.2161111,2,4,5,7,18,46,1,2,3,138.6,283.5,1135.4,911,2312,8571
LAKEVIEW CAMPGROUND,USFS,91355,39.0997222,-106.3611111,2,4,7,15,40,98,2,2,3,131.1,142.3,163.7,4158,10904,72770
LAKEVIEW PARK,USACE,   NaN,36.3766667,-92.5469444,2,3,5,0,0,12.2,2,3,5,18.5,134.1,301.1,8997,36340,130222
LAMBS CREEK RECREATION AREA,USACE,16946,41.8272222,-77.0888889,45,60,95,15,78.5,193.5,NaN,NaN,NaN,2.6,6.8,180,12,0,0
LANDON CABIN,USFS,59858,44.7416667,-111.7602778,2,2,4,7.2,18,66.8,1.8,2,6.5,110.8,121.6,288.8,5,23,82
LANE SPRING RECREATION AREA,USFS,   NaN,37.7930556,-91.8361111,36,60,100,17,41.5,92,1,1,1,10.8,10.8,29.3,246,9,729
LANGOHR CAMPGROUND,USFS,   NaN,45.5336111,-111.015,2,4,5,8,21,54,1,2,3,20.2,47.7,504.7,2612,5700,21807
LARRY CREEK GROUP CAMP,USFS,   NaN,46.6380556,-114.2991667,30,50,75,41.5,97,151.5,1,1,2,20.8,26.8,47.9,228,411,19963
LAS HUERTAS PICNIC AREA,USFS,   NaN,35.2347222,-106.4105556,26.5,30,30,3,10,42.8,NaN,NaN,NaN,23.1,34,37.5,25,0,0
LAST CHANCE CAMPGROUND,USFS,   NaN,55.4338889,-131.6833333,2,4,6,8,18,65,2,2,4,24.8,24.8,1303.1,276,853,3957
LAUGHTON GLACIER CABIN,USFS,   NaN,59.5447222,-135.0883333,2,4,6,4,16.5,50,1,1,2,15.3,139.9,2686.1,274,366,1360
LAUREL BRANCH,USACE,   NaN,37.6075,-86.4536111,2,4,6,0,6,39,2,2,3,37.6,55.3,88.6,10622,30373,109472
LAVA LAKE CAMPGROUND,USFS,   NaN,44.1363889,-123.0647222,2,3,5,8,16,30,2,3,3,80.3,144.8,160,430,1276,4342
LAVONIA,USACE,   NaN,33.0377778,-96.4455556,1,2,5,0,1,9,1,2,4,15,23.4,47.7,8907,32500,93066
LAWRENCE RECREATION AREA,USACE,16946,41.9761111,-77.1694444,45,60,100,26,105.5,171,1,1,1,7.8,19.6,39.1,90,2,200
LAZY BEND,USFS,94301,45.1911111,-122.2066667,2,4,6,7,20,49,1,2,2,44.5,49.6,60.1,2981,5907,23657
LEAD HILL,USACE,   NaN,36.4747222,-92.9219444,3,4,6,0,0,0,2,3,6,27.5,27.5,52,5896,25822,126484
LEAVIS FLAT,USFS,   NaN,35.8791667,-118.6763889,3,6,6,10.8,17,43.3,2,2,3,183,220.2,239.1,269,626,2963
LEDGEFORK,USFS,   NaN,40.7425,-111.0994444,4,5,8,28,89,161,2,3,3,69.4,77.4,85.8,4201,11537,64472
LEECH LAKE REC AREA,USACE,   NaN,47.2447222,-94.2308333,2,2,4,0,6,58,2,3,4,67.5,170.4,272.9,13403,50032,133197
LEIGH CREEK CAMPGROUND,USFS,   NaN,44.0808833,-107.3135972,2,3,4,8,19,42,1,2,3,335.1,523.5,1282.7,209,569,2099
LEITH RUN,USFS,   NaN,39.4457056,-81.1512,2,3,5,13,35,113,2,3,4,23.5,43.7,154.5,3162,10606,33504
LEPAGE PARK,USACE,   NaN,45.7283972,-120.6512639,1,2,4,0,0,27,1,2,3,143.7,169.6,260.4,14571,32383,99881
LEWIS CANYON,USFS,85929,34.2861111,-110.2402778,34,49,105.8,57,103,208.2,2,2,3,166.3,182.7,199.6,117,275,19746
LEWIS at FRENCH MEADOWS,USFS,   NaN,39.1302778,-120.4169444,3,4,6,6,13,26,2,2,3,81.6,101.3,199.9,751,1989,8389
LIBERTY GLEN (LAKE SONOMA),USACE,   NaN,38.7136111,-123.0563889,4,7,8,0,0,2,1,2,2,37.5,53.2,124.8,8332,14927,107778
LIBERTY HILL (Navarro Mills Lake),USACE,6679,31.9461528,-96.7167111,2,3,6,0,8,35,2,2,3,37.7,62.9,100.2,19841,60998,248583
LID CREEK CAMPGROUND,USFS,   NaN,48.2838889,-113.9083333,2,4,5,9,20,61.5,2,3,3,25.9,54.4,580.9,477,1403,6610
LIGHTFOOT LANDING,USACE,   NaN,37.8261111,-93.3613889,2,2,4,6,32,133,2,3,4,58.1,96.1,159.9,6058,22113,79940
LIGHTNING POINT GROUP CAMPGROUND,USFS,   NaN,34.3719444,-118.1830556,7,20,40,5.7,15,42.5,1,1,2,29.8,36.2,56.6,141,220,5255
LIGHTNING TREE,USFS,   NaN,39.9254556,-120.5104944,2,4,6,9,20,40,2,3,3,76.5,82.7,140.1,874,2516,11352
LILLYDALE CAMPGROUND AND DAY USE,USACE,   NaN,36.6044444,-85.3025,3,4,6,4,31,139,2,3,5,47.4,85.8,169.2,11903,44185,191052
LIMBER FLAG YURT,USFS,   NaN,40.7441667,-109.4416667,3,5,8,12,33,66,1,2,2,84.2,204.2,215.9,312,586,3209
LIMBER PINE,USFS,59718,45.0583333,-109.4122222,2,3,5,14,39,122,2,2,3,102.3,104.7,311.6,1163,2966,10626
LIMBERLOST CAMPGROUND,USFS,   NaN,44.1740222,-122.0535722,2,3,5,7.5,13.5,28.5,1,2,2,95.4,150.7,165.2,276,529,1882
LIMESTONE CAMPGROUND,USFS,94301,35.9633333,-118.4788889,2,4,6,12,30,60,2,2,3,204.5,230.9,275.9,530,1240,5458
LINK CREEK,USFS,   NaN,44.4158333,-121.7552778,2,4,6,20,77,173,2,3,3,89.1,123.5,142,3559,10956,49283
LINTON,USACE,   NaN,36.6875806,-87.9106,31,50,100,15,23.5,44,NaN,NaN,NaN,33,47,47.2,54,0,0
LINVILLE FALLS (BLUE RIDGE PKW),NPS,   NaN,35.9680556,-81.9322222,2,2,4,5,14,33,1,2,3,122.3,236.5,418.8,5244,11580,35251
LITHIA SPRINGS,USACE,   NaN,39.4344444,-88.76,2,4,6,0,0,42,2,3,4,41.7,123.3,235.1,19891,70206,292487
LITTCARR CAMPGROUND,USACE,   NaN,37.2375,-82.9497222,1,1,3,0,1,17,2,3,4,15.8,21.7,48.2,7584,26047,60547
LITTLE BEAR CABIN,USFS,   NaN,45.4963889,-111.1488889,2,4,4,13,36,96,1,1,2,22.2,25.5,52.1,756,1264,4123
LITTLE BEAR GROUP,USFS,   NaN,39.4461111,-111.1419444,23.5,30,48.5,12,58,103.2,2,2,3,39.5,131.8,161,81,186,5717
LITTLE BEAVER A CAMPGROUND ,USFS,   NaN,39.745,-120.9875,3,4,6,7,16,36,2,3,3,76.7,95.3,133.3,400,1187,5112
LITTLE BROOKLYN LAKE GUARD,USFS,   NaN,41.3627778,-106.2408333,2,4,7,39,96,163,2,2,2,60.8,130,210.1,732,1584,7203
LITTLE COON CREEK PARK,USACE,   NaN,34.2304472,-94.2513833,3,4,6,0,0,0,2,3,7,13.1,35.7,40.3,245,1243,5276
LITTLE COTTONWOOD CAMPGROUND,USFS,   NaN,38.2569444,-112.5433333,2,3,4,8,17,51,1,2,3,274.7,337.7,683.4,257,600,2032
LITTLE COTTONWOOD GROUP,USFS,   NaN,43.1913889,-110.9355556,20,30,31,156.5,345,364,2,3,4,178.3,267.5,300.8,159,563,16139
LITTLE CRATER CAMPGROUND,USFS,   NaN,44.1363889,-123.0647222,2,3,4,10,23.5,50,2,3,4,138.3,146,163,556,1783,5655
LITTLE CRATER LAKE,USFS,94301,45.1475,-121.7458333,2,4,6,9,25,64,1,2,2,78.9,84.9,95.1,1695,3163,12110
LITTLE CULTUS CAMPGROUND,USFS,   NaN,43.8010194,-121.8630694,2,4,6,7,18,34,2,3,3,58.1,99,191.7,241,718,2722
LITTLE DRY ISLAND CABIN,USFS,   NaN,56.6193,-132.5137,2,4,5,2,14,66,1,1,2,39.3,39.3,57.3,138,240,951
LITTLE DUNE I CAMPSITE ON GRAND ISLAND,USFS,   NaN,46.4844444,-86.6402778,2,2,4,5,8.5,16.5,1,2,2.5,332.1,446.4,519.8,20,39,108
LITTLE DUNE II CAMPSITE ON GRAND ISLAND,USFS,   NaN,46.4844444,-86.6366667,2,2,4,9,20.5,29,1,1,2,400.2,476.3,548.3,18,28,74
LITTLE ELDEN SPRINGS HORSECAMP,USFS,   NaN,35.2733333,-111.5866667,2,2,3,13,32,65,2,3,3,164.2,202.6,332.1,814,2390,5832
LITTLE FAWN GROUP CAMP,USFS,   NaN,43.9630556,-121.7958333,4,6,6,20,81.5,172,2,2,3,45.3,45.3,176.8,1062,2784,30077
LITTLE GUARD LOOKOUT,USFS,   NaN,47.8027778,-116.0094444,2,3,4,171,181,181,1,2,3,54.5,66.3,108.4,272,596,1802
LITTLE ISABELLA RIVER,USFS,   NaN,47.6483333,-91.4261111,2,2,4,5,10,28,1,2,3,282.9,324.3,336.5,210,476,1612
LITTLE LASIER MEADOWS CAMPGROUND,USFS,   NaN,39.4905556,-120.5155556,2,2,4,8.3,22,61.8,2,3,3,64,76.5,118.3,399,1184,3523
LITTLE LAVA LAKE,USFS,   NaN,43.9101167,-121.7616972,5,12,20,25,76.5,182.5,2,3,3,45,168.3,194.3,188,505,7079
LITTLE MAUD CAMPGROUND,USFS,94301,39.3766667,-106.8138889,2,4,5,4,11,35,2,2,3,50.2,156.5,176.5,409,1135,4369
LITTLE MILL,USFS,   NaN,40.4494444,-111.6716667,3,5,8,12,36,97,1,2,2,18.3,29,36.9,3811,7662,51540
LITTLE MT. HOFFMAN LOOKOUT,USFS,   NaN,41.5786111,-121.6597222,2,3,4,43.8,136,179,1,2,2,210.3,406.9,446.1,417,755,2195
LITTLE NACHES CAMPGROUND,USFS,   NaN,46.9902778,-121.0977778,2,4,6,7,18,43,2,2,3,86.8,108.2,141.5,1362,3302,13882
LITTLE OAK CAMPGROUND,USFS,   NaN,36.2056167,-82.347725,2,4,5,8,19,40,2,3,4,27.3,38.8,113.5,501,1731,6470
LITTLE RIVER PARK,USACE,   NaN,34.1666667,-95.125,2,3,4,0,0,2,2,3,6,34.7,51.3,190.8,3174,14947,47060
LITTLE SHAHEEN CABIN,USFS,99801,57.7013833,-134.27785,2,2,4,11,41,169,1,2,4,75.8,75.8,79.2,88,274,876
LIVE OAK,USFS,94301,35.7027778,-118.4611111,60,100,100,28.5,65,115,2,2,3,171.9,194.4,210.6,61,162,14379
LIVE OAK RIDGE,USACE,   NaN,31.1163889,-97.4738889,2,3,6,0,6,30,2,3,4,18.7,62.7,210.1,17231,67522,284432
LIVE OAK SOUTH,USFS,94301,35.7027778,-118.4611111,4,6,6,4,16,27,2,2,3,166.9,189.6,212.2,936,2158,10920
LIZ BUTTE CABIN,USFS,   NaN,46.4483333,-115.3313889,2,2,3,19,74,164.8,2,2,3,110.8,168.8,318.9,39,91,216
LIZ CREEK CABIN,USFS,83544,46.4802778,-115.2894444,2.5,4,4,30.2,34,79,1.5,3,3,96.3,249.9,2062.3,3,7,22
LOBO GROUP,USFS,94301,34.1755556,-116.8625,60,75,75,45.3,129,185.8,2,2,2,32.9,98.5,140,207,427,27991
LOCK A,USACE,   NaN,36.3158333,-87.1869444,2,2,4,0,16,112,2,3,4,21.2,31.6,50.1,12545,40590,112994
LOCKABY,USFS,94301,45.1658333,-122.1513889,3,4,6,6,15,33,2,2,2,47.8,55.5,67.4,2248,4614,19474
LODGEPOLE (CO),USFS,   NaN,39.4166667,-105.8497222,3,4,6,11,23,49,2,2,3,74.6,81.9,95,3859,9564,42894
LODGEPOLE (GUNNISON GRAND MESA),USFS,   NaN,38.7611111,-106.6611111,2,3,4,14,33,83.7,2,3,4,169.3,183.9,654.5,891,2867,9984
LODGEPOLE AT FLAMING GORGE,USFS,84097,40.8136667,-109.4655,3,5,7.7,14,36,98.5,2,3,4,190.9,208.1,219,983,3640,18894
LODGEPOLE AT HEBER,USFS,   NaN,40.3097222,-111.2597222,3,5,8,27,86,164,2,3,3,50.2,67.3,79.2,3444,9850,79899
LODGEPOLE CAMPGROUND,USFS,59858,46.2119444,-113.2725,2,4,5,6,13,28,2,3,3,102.5,173.3,355.5,482,1414,5788
LODGEPOLE CAMPGROUND (WA),USFS,   NaN,46.9158333,-121.3844444,2,3,5,9,23,63,2,2,3,71.9,98.5,142.9,2487,6264,22014
LODGEPOLE GROUP LAKE ALPINE,USFS,   NaN,38.4163889,-120.105,30,40,50,59,151,260.2,2,2,3,116.4,134.2,197.2,187,458,17452
LODGEPOLE GUARD STATION,USFS,   NaN,42.654,-122.378,2,4,6,27,89,162,2,3,4,50.2,80.8,308.5,234,698,4333
LOFERS BEND DAY USE (TX),USACE,   NaN,31.8779833,-97.3585833,39,69.5,100,69,173.5,278,NaN,NaN,NaN,7.7,19.8,31.8,2,0,0
LOFERS BEND EAST,USACE,   NaN,31.8852778,-97.3611111,2,3,6,0,3,23,2,2,4,27.3,51.7,99.9,13867,45498,221387
LOFERS BEND WEST,USACE,   NaN,31.8852778,-97.3611111,1,4,7,0,3,28,2,2,3,27.3,55.9,99.9,9010,27465,130498
LOG JAM BAY CABIN,USFS,   NaN,59.8788889,-147.455,2,3,4,4.8,71,180,2,3,7,190.1,203.7,248.2,105,433,1625
LOGANVILLE,USFS,   NaN,39.5647222,-120.6611111,2,4,6,8,18,66,2,2,3,206.9,243.5,256.8,684,1542,6131
LOGGER CAMPGROUND,USFS,   NaN,39.4663889,-120.1286111,2,4,6,4,16,53,2,2,3,28.1,39.6,122.6,24950,67639,297121
LOGGER FLAT GROUP,USFS,94301,36.7755556,-118.8936111,25,30,50,295.2,364,365.8,3,5,9,59.8,89.7,289.3,147,880,31616
LOGGERS LAKE CAMPGROUND,USFS,63629,37.38,-91.27,2,3,5,9,16,26.8,2,2,3,144,166.7,187.7,51,143,568
LOLETA RECREATION,USFS,   NaN,41.4016667,-79.0833333,2,4,6,11,29,86,2,3,3,86.6,124.7,193.2,1421,4352,32922
LONE BRANCH,USACE,37075,36.2838889,-86.5019444,29,40,50,9.8,31,74,1,1,1,12.1,12.1,29.6,157,8,270
LONE CONE CABIN,USFS,   NaN,37.89315,-108.1586194,2,4,6,12,30.5,72,1,2,3,281.1,345.1,1178.2,46,131,567
LONE PINE,USFS,   NaN,36.5976111,-118.1848056,2,4,6,15,37,81,1,2,2,280.8,324.5,412.4,8413,15985,62533
LONE POINT,USACE,   NaN,39.4522222,-88.7402778,2,4,6,0,0,31,2,3,4,48.9,102,176.9,4962,16110,85283
LONE POINT (DAY USE),USACE,   NaN,39.4522222,-88.7402778,26,37.5,50,18,43,57,NaN,NaN,NaN,6.2,8,152.4,10,0,0
LONE ROCK (CA),USFS,   NaN,40.1952778,-120.6172222,2,4,6,12,33,116.8,2,3,4,97.7,104.5,145.4,3231,11010,43969
LONE ROCK CAMPGROUND (CO),USFS,91355,39.2516667,-105.2341667,3,4,8,17,51,129,2,2,3,42.8,55.4,65,2942,6771,32928
LONESOMEHURST CAMPGROUND,USFS,59758,44.7359889,-111.2313,2,3,5,11,38,124.5,2,3,4,166.9,408.4,1072.6,1379,4778,17821
LONG BRANCH,USACE,38569,36.0990278,-85.8317639,2,2,4,2,16,85,2,2,3,46.3,71.5,99.2,13959,39798,125670
LONG CREEK,USACE,   NaN,36.5205556,-93.3041667,2,4,6,0,6,36,2,3,4,29.4,71.5,284.7,4527,14548,60280
LONG MEADOW GROUP,USFS,94301,35.9791667,-118.5805556,15,20,31,25,58.5,117,2,2,3,196.5,218,249,110,268,6232
LONG POINT (CA),USFS,   NaN,40.1783333,-120.5783333,4,6,8,21,75,156,2,3,4,72.4,98.1,116.5,2349,8080,57859
LONG POINT (GA),USACE,30643,34.3819444,-82.8519444,26,40,48,8,18,38,NaN,NaN,NaN,4.6,20.5,31.3,211,0,0
LONG POINT CABIN CAMP,NPS,   NaN,34.8983333,-76.2563889,3,4,6,24,74,155,2,3,4,206.2,276.5,416.2,3830,11658,52061
LONGBOW ORGANIZATION GROUP,USFS,   NaN,44.3916667,-122.3666667,23.8,30,50,151.8,308,364,2,3,3,59.7,75.2,123.4,221,709,24312
LONGDALE,USACE,   NaN,36.1291667,-98.5813889,3,6,9,0,0,0,1,2,3,30.5,65.9,82.2,1963,4269,26364
LONGDALE PICNIC SHELTER,USFS,   NaN,37.7886111,-79.7033333,40,40,47.8,24.2,45,137.8,4,4,4,5.6,30.5,72.8,7,8,400
LONGHORN,USACE,   NaN,32.6503694,-97.4463889,50,75,100,19,46,102,1,1,1,6.5,9.3,15.5,288,1,50
LONGSHOAL,USACE,65355,38.2761111,-93.4697222,2,3,6,0,2,26,2,2,3,69.7,102.1,127.4,14661,45624,178962
LONGVIEW,USACE,   NaN,39.1847222,-95.4444444,1,2,5,0,4,28,1,2,3,26.4,45.2,69.3,2278,5311,23704
LONGWOOD PARK,USACE,   NaN,36.5772222,-78.5513889,2,3,5,1,14,73,2,3,4,47.4,93.5,153.9,11553,40590,143685
LOOKOUT BUTTE LOOKOUT,USFS,83539,45.4893417,-115.874575,2,2,4,15,69,155.5,1,2,2,158.7,216.1,502.3,228,401,1117
LOOKOUT CAMPGROUND AND BOAT LAUNCH - WILLAMETTE,USFS,   NaN,44.2047694,-122.2586,2,3,4,5,35,65,2,3,4,75.8,81.6,134.9,43,140,647
LOON LAKE,USFS,   NaN,38.9833333,-120.33,3,5,6,24,71,153,2,3,3,79.1,106.4,208.3,6361,17994,106442
LOON LAKE CHALET,USFS,   NaN,38.98,-120.32,8,12,20,76.5,165,181,2,2,3,69.6,103.7,210.4,792,1748,22775
LOON LAKE RECREATION SITE,BLM,   NaN,43.5972222,-123.8402778,3,5,6,0,13,142,1,2,4,54.4,84.3,167.9,10995,32357,160005
LORISTICA GROUP CAMPGROUND,USFS,   NaN,44.0227778,-113.4669444,20,35,60.5,39,114.5,187.5,2,3,4,37.2,121.5,259.1,72,230,11777
LOS PRIETOS,USFS,91355,34.5416667,-119.8091667,3,5,8,11,27,55,2,2,3,122.8,156.6,210.5,4960,11399,61344
LOST BRIDGE NORTH,USACE,   NaN,36.4108333,-93.8933333,2,4,6,0,10,46,2,2,3,30.7,53.7,194.8,7450,22378,100342
LOST BRIDGE SOUTH,USACE,   NaN,36.3971361,-93.9041111,2,5,8,0,4,67,2,3,5,25,49.4,242.5,5663,21583,112045
LOST CABIN CAMPGROUND,USFS,   NaN,44.1483333,-106.9530556,2,3,4,9,20,72,2,3,4,112.9,129.5,454.4,490,2956,10683
LOST CLAIM,USFS,   NaN,37.8211111,-120.0486111,2,3,6,23,51,86,1,2,2,196.5,455.6,2148.8,1184,2327,8788
LOST CREEK,USFS,94301,45.3819444,-121.8344444,2,4,5,10,33,99,1,2,2,62.4,68.4,82.3,1730,3378,13728
LOST CREEK CAMPGROUND,USFS,   NaN,40.6794444,-110.9347222,3,5,8,22,71,157,2,2,3,79.4,87.6,96.8,1897,5010,25549
LOST CREEK GROUP,NPS,96063,40.5625,-121.5166667,14,20,25,28,70,129,2,2,3,197.5,265.9,321.4,654,1666,31807
LOST JOHNNY POINT CAMPGROUND,USFS,   NaN,48.3102139,-113.9626083,2,3,5,11,29,119,2,3,4,29.6,48.7,481.8,408,1470,5334
LOST LAKE CABINS,USFS,   NaN,45.8838889,-88.5583333,2,4,6,27.5,101.5,176,2,3,4,180,299.8,325.9,1572,5027,20674
LOST LAKE GROUP UNIT,USFS,   NaN,48.8525,-119.0508333,15,21,25,53.8,136,202,2,3,4,55.1,188,275.2,117,363,9017
LOST LAKE RESORT AND CAMPGROUND,USFS,   NaN,45.4888889,-121.8219444,2,4,5,16,51,97,2,3,3,60.9,68.4,92.9,2479,6759,28944
LOST PRAIRIE GROUP SITE,USFS,   NaN,44.4027778,-122.0755556,25,37.5,60,59,104,160,2,3,3,81.1,98.2,129.2,22,68,2798
LOST RAPIDS,USACE,   NaN,34.1763889,-95.1083333,2,3,5,2,5,27,2,3,6,33,48.2,114.5,208,971,6892
LOST VALLEY PAVILION,NPS,   NaN,36.0102778,-93.3741667,37.5,47.5,55,9,17.5,55.5,NaN,NaN,NaN,38.6,44.5,70.7,24,0,0
LOTTIS CREEK CAMPGROUND,USFS,   NaN,38.7755833,-106.6275306,2,2,4,13,33,82,3,4,6,160,184.5,909.7,727,3377,10845
LOTUS GROUP AREA,USACE,62231,38.6635444,-89.2582222,30,50,80,70,143,210,2,2,3,29.5,62.2,80.3,86,215,11569
LOUELLA CABIN,USFS,98376,47.9933333,-123.0825,2,4,6,19,50,116,1,2,3,69.4,98.2,277.7,781,1661,6325
